,Datetime,Open,High,Low,Close,Volume
0,2020-01-01T00:00:00,1503.75,1512.76,1491.36,1495.42,6402372
1,2020-01-02T00:00:00,1497.8,1526.48,1497.8,1520.88,8096561
2,2020-01-03T00:00:00,1518.61,1527.17,1508.7,1522.72,9593498
3,2020-01-06T00:00:00,1505.73,1513.55,1483.93,1487.4,11209343
4,2020-01-07T00:00:00,1504.74,1520.09,1499.29,1510.28,7627191
5,2020-01-08T00:00:00,1500.77,1520.04,1495.82,1498.94,7336561
6,2020-01-09T00:00:00,1524.15,1535.45,1516.87,1533.46,6849606
7,2020-01-10T00:00:00,1537.33,1543.32,1525.19,1533.12,5704686
8,2020-01-13T00:00:00,1530.54,1544.06,1523.95,1529.2,8358090
9,2020-01-14T00:00:00,1525.54,1535.45,1507.56,1515.04,7230788
10,2020-01-15T00:00:00,1521.43,1525.44,1503.99,1509.54,7231393
11,2020-01-16T00:00:00,1514.64,1528.86,1513.65,1523.46,5873662
12,2020-01-17T00:00:00,1538.91,1570.07,1538.62,1566.15,13469708
13,2020-01-20T00:00:00,1593.89,1593.89,1512.07,1517.96,14878868
14,2020-01-21T00:00:00,1514.25,1531.33,1507.71,1519.5,8650831
15,2020-01-22T00:00:00,1529.5,1532.23,1516.72,1518.95,4719245
16,2020-01-23T00:00:00,1522.07,1527.47,1506.42,1512.51,5142088
17,2020-01-24T00:00:00,1512.66,1521.92,1504.29,1507.26,6687633
18,2020-01-27T00:00:00,1500.68,1510.14,1490.87,1492.4,6120429
19,2020-01-28T00:00:00,1494.43,1495.82,1449.86,1457.93,11215313
20,2020-01-29T00:00:00,1460.21,1480.37,1450.3,1465.95,11313297
21,2020-01-30T00:00:00,1465.11,1465.81,1426.48,1430.19,10241756
22,2020-01-31T00:00:00,1439.36,1439.6,1393.99,1398.39,15886673
23,2020-02-01T00:00:00,1392.1,1413.55,1358.23,1370.36,11022901
24,2020-02-03T00:00:00,1357.04,1386.8,1350.25,1372.49,14040626
25,2020-02-04T00:00:00,1386.85,1419.05,1384.67,1413.01,11604666
26,2020-02-05T00:00:00,1421.43,1439.16,1416.87,1434.9,8444823
27,2020-02-06T00:00:00,1440.45,1453.22,1426.58,1444.11,7103715
28,2020-02-07T00:00:00,1437.38,1438.71,1414.89,1420.19,5581641
29,2020-02-10T00:00:00,1414.59,1431.93,1397.21,1422.12,6922631
30,2020-02-11T00:00:00,1433.81,1452.43,1431.48,1439.11,6400245
31,2020-02-12T00:00:00,1442.48,1461.0,1441.34,1456.49,6187091
32,2020-02-13T00:00:00,1463.87,1463.87,1448.87,1460.31,6201763
33,2020-02-14T00:00:00,1463.38,1487.35,1439.46,1473.63,9704655
34,2020-02-17T00:00:00,1475.02,1492.01,1460.46,1464.37,6011340
35,2020-02-18T00:00:00,1462.04,1462.04,1443.72,1453.62,5086964
36,2020-02-19T00:00:00,1465.46,1492.3,1461.25,1489.68,6438918
37,2020-02-20T00:00:00,1482.94,1493.84,1469.87,1472.0,7722577
38,2020-02-24T00:00:00,1455.95,1463.13,1426.03,1431.38,9769743
39,2020-02-25T00:00:00,1437.77,1437.77,1396.76,1403.1,12684109
40,2020-02-26T00:00:00,1396.76,1399.09,1374.32,1378.93,13423661
41,2020-02-27T00:00:00,1374.97,1380.71,1356.15,1373.23,11454300
42,2020-02-28T00:00:00,1342.18,1344.26,1312.56,1316.17,17973847
43,2020-03-02T00:00:00,1342.38,1356.15,1288.88,1303.79,13486634
44,2020-03-03T00:00:00,1317.21,1341.19,1309.59,1330.24,12525809
45,2020-03-04T00:00:00,1339.3,1341.09,1295.62,1327.12,10105782
46,2020-03-05T00:00:00,1339.5,1345.2,1293.74,1298.84,13948324
47,2020-03-06T00:00:00,1258.07,1276.05,1229.45,1259.07,15422068
48,2020-03-09T00:00:00,1228.41,1229.35,1084.72,1103.69,40317808
49,2020-03-11T00:00:00,1097.6,1167.38,1097.6,1142.72,27237627
50,2020-03-12T00:00:00,1074.81,1090.66,1038.85,1053.02,25588170
51,2020-03-13T00:00:00,988.63,1129.3,933.55,1094.92,33509757
52,2020-03-16T00:00:00,1050.59,1069.56,995.56,1006.16,17594729
53,2020-03-17T00:00:00,1037.42,1050.05,993.78,998.53,20777442
54,2020-03-18T00:00:00,1015.67,1026.17,951.98,959.41,20450497
55,2020-03-19T00:00:00,911.46,957.92,883.82,909.08,28072062
56,2020-03-20T00:00:00,930.68,1025.18,921.27,1008.39,28967526
57,2020-03-23T00:00:00,907.6,941.08,867.43,875.75,18593713
58,2020-03-24T00:00:00,921.27,960.89,887.39,934.54,20919322
59,2020-03-25T00:00:00,954.75,1140.74,954.21,1072.09,33433126
60,2020-03-26T00:00:00,1085.51,1106.41,1032.56,1056.19,20912934
61,2020-03-27T00:00:00,1084.72,1096.9,1036.38,1055.59,19044644
62,2020-03-30T00:00:00,1030.83,1064.71,1010.42,1020.77,13820286
63,2020-03-31T00:00:00,1063.87,1119.19,1038.16,1103.29,20249909
64,2020-04-01T00:00:00,1111.71,1114.04,1035.39,1070.3,19017099
65,2020-04-03T00:00:00,1123.8,1123.8,1046.38,1067.33,18912044
66,2020-04-07T00:00:00,1091.75,1202.6,1089.67,1194.77,24859057
67,2020-04-08T00:00:00,1168.92,1217.46,1149.11,1180.96,22803774
68,2020-04-09T00:00:00,1202.6,1221.22,1181.8,1208.49,15101711
69,2020-04-13T00:00:00,1192.64,1203.59,1168.92,1177.98,10822871
70,2020-04-15T00:00:00,1185.81,1224.39,1132.27,1139.05,16147959
71,2020-04-16T00:00:00,1139.05,1176.3,1134.25,1157.08,17123533
72,2020-04-17T00:00:00,1204.58,1218.45,1181.45,1212.51,15209707
73,2020-04-20T00:00:00,1214.49,1245.2,1190.71,1232.12,16472339
74,2020-04-21T00:00:00,1198.64,1240.24,1153.07,1225.73,28057706
75,2020-04-22T00:00:00,1307.61,1371.9,1287.79,1350.8,65230894
76,2020-04-23T00:00:00,1354.51,1372.84,1340.59,1358.03,29928331
77,2020-04-24T00:00:00,1337.47,1480.91,1334.55,1403.69,61711388
78,2020-04-27T00:00:00,1420.53,1461.15,1409.64,1416.32,26736512
79,2020-04-28T00:00:00,1436.38,1441.78,1379.08,1414.74,35866381
80,2020-04-29T00:00:00,1431.33,1440.0,1406.67,1413.55,17141540
